7507,false,false,false,false,false,true,false
7508,false,false,false,false,false,true,false
7509,false,false,false,false,false,true,false
7510,false,false,false,false,false,true,false
7511,false,false,false,false,false,true,false
7536,false,false,false,false,false,true,false
7537,false,false,false,false,false,true,false
7538,false,false,false,false,false,true,false
7539,false,false,false,false,false,true,false
7840,true,true,true,true,true,false,false
7841,true,true,true,true,true,false,false
7842,true,true,true,true,true,false,false
7843,true,true,true,true,true,false,false
7844,true,true,true,true,true,false,false
7870,false,false,false,false,false,false,true
8071,false,false,false,false,false,true,false
8072,false,false,false,false,false,true,false
8073,false,false,false,false,false,true,false
8074,false,false,false,false,false,false,true
8075,false,false,false,false,false,false,true
8076,false,false,false,false,false,false,true
8181,false,false,false,false,false,true,false
8182,false,false,false,false,false,true,false
8183,false,false,false,false,false,true,false
8184,false,false,false,false,false,true,false
20219,false,false,false,false,false,true,true
20223,false,true,false,false,false,false,false
20228,false,true,false,true,false,true,false
20230,false,true,false,false,false,false,false
20251,true,true,true,true,true,false,false
20285,false,false,true,false,true,false,false
20541,false,false,false,false,true,false,false
20543,false,false,true,false,false,false,false
20544,false,false,false,false,false,false,true
20561,false,false,false,false,false,true,false
20570,false,true,false,true,false,false,false
20582,true,true,true,true,true,false,false
20586,true,true,true,true,true,false,false
20593,true,true,true,true,true,false,false
20594,false,false,false,false,false,true,false
20601,true,true,true,true,true,true,false
20602,true,true,true,true,true,false,false
20603,true,true,true,true,true,true,false
20605,true,true,true,true,true,true,true
20606,true,true,true,true,true,false,false
20607,true,true,true,true,true,true,false
20616,true,true,true,true,true,false,false
20617,true,true,true,true,true,false,false
20618,true,true,true,true,true,false,false
20619,false,false,false,false,false,true,false
20620,true,true,true,true,true,true,false
20622,true,true,true,true,true,false,false
20623,true,true,true,true,true,true,false
20658,false,true,false,false,true,false,false
20659,false,true,false,false,true,false,false
20678,true,false,false,false,false,false,false
20679,false,false,false,false,true,false,false
20685,false,false,false,false,false,true,true
20686,false,false,false,false,false,true,true
20688,true,true,true,true,true,false,false
20689,true,true,true,true,true,false,false
20742,false,false,false,false,false,true,true
20788,true,true,true,true,true,true,true
20789,false,true,false,true,true,false,true
20790,true,false,true,false,false,true,false
20791,true,true,true,true,false,false,false
20792,false,false,false,false,true,false,false
20827,true,true,true,true,true,true,false
20828,true,true,true,true,true,false,false
20831,false,false,false,false,false,true,true
20832,true,true,true,true,true,false,false
20840,true,false,false,false,false,false,false
20846,true,true,true,true,true,false,false
21071,true,true,true,true,true,false,false
21072,false,false,false,false,false,true,false
21073,true,true,true,true,true,true,false
21084,false,false,false,false,false,true,true
21085,false,false,false,false,false,true,false
21086,false,false,false,false,false,false,true
21097,true,true,true,true,true,false,false
21103,true,true,true,true,true,false,false
21104,true,true,true,true,true,true,true
21105,false,false,false,false,false,true,true
21155,true,true,true,true,true,false,false
21178,false,false,false,false,false,true,true
21179,false,true,false,true,false,false,false
21180,false,true,false,true,false,true,true
21181,true,true,true,true,true,false,false
21185,true,true,true,true,true,true,true
21190,true,true,true,true,true,false,false
21193,true,true,false,true,true,true,false
21194,false,false,true,false,false,false,false
21200,true,true,true,true,true,true,false
21201,true,true,true,true,true,false,false
21208,false,false,false,false,false,true,true
21211,true,true,true,true,true,true,true
21217,true,true,true,true,true,true,false
21218,true,true,true,true,true,true,true
21225,false,true,false,true,false,true,true
21226,true,false,true,false,true,false,false
21393,true,true,true,true,true,true,false
21441,true,true,true,true,true,true,true
21444,true,true,true,true,true,true,false
21445,false,false,false,false,false,false,true
21464,true,true,true,true,true,true,true
21466,false,false,false,false,false,false,true
21476,true,true,true,true,true,true,false
21477,false,false,false,false,false,true,true
21478,true,true,true,true,true,false,false
21495,true,true,true,true,true,false,false
21529,false,false,false,false,false,false,true
21561,true,true,true,true,true,false,false
21562,false,false,false,false,true,false,false
21563,true,true,true,true,false,false,false
21564,false,false,false,false,true,false,true
21672,true,true,true,true,true,false,false
21673,false,false,false,false,false,true,true
21674,true,true,true,true,true,false,false
21698,true,true,true,true,true,true,true
21699,false,false,false,false,false,true,false
21721,true,true,true,true,true,true,false
21722,true,true,true,true,false,false,true
21724,true,true,true,true,true,false,false
21725,false,false,false,false,false,true,false
21757,true,true,true,true,true,false,false
21758,true,true,true,true,true,false,false
21763,true,true,true,true,true,true,true
21777,false,false,false,false,false,true,false
